date,lysine_price,corn_price,rm_price,fishmeal_price,wheat_price,piglet_price,sow_price,pork_price,sbm_price,cm_price
2018-04-20,8.75,1825,2678.571429,11375,2462,25.46,1571,18.84,3237.5,2540
2018-04-23,8.75,1822,2675.714286,11375,2458,25.57,1547,18.85,3215,2540
2018-04-24,8.75,1820,2668.571429,11375,2458,25.1,1563,18.95,3196.25,2540
2018-04-25,8.7,1820,2668.571429,11375,2458,25.39,1590,18.86,3200,2540
2018-04-26,8.7,1820,2668.571429,11375,2459,25.2,1585,19,3195,2540
2018-04-27,8.7,1817,2671.428571,11375,2455,25.01,1563,18.89,3167.5,2540
2018-04-28,8.7,1817,2671.428571,11175,2449,24.94,1573,18.73,3176.25,2540
2018-05-02,8.55,1808,2692.857143,10975,2449,24.53,1531,19.04,3190,2540
2018-05-03,8.55,1807,2680,10975,2449,24.29,1547,18.58,3175,2540
2018-05-04,8.45,1807,2665.714286,10975,2450,24.64,1156,18.67,3161.25,2540
2018-05-07,8.25,1802,2662.857143,10875,2457,24.33,1556,18.5,3138.75,2540
2018-05-08,8.15,1802,2622.857143,10763,2459,24.37,1556,18.65,3066.25,2510
2018-05-09,7.95,1802,2618.571429,10763,2461,24.37,1546,18.48,3063.75,2510
2018-05-10,7.95,1802,2618.571429,10763,2461,24.47,1591,18.24,3061.25,2510
2018-05-11,7.95,1802,2598.571429,10763,2461,24.5,1568,18.27,3051.25,2510
2018-05-14,7.95,1802,2595.714286,10763,2460,24.21,1596,18.29,3021.25,2500
2018-05-15,7.85,1802,2575.714286,10563,2457,23.96,1594,18.2,3012.5,2500
2018-05-16,7.85,1802,2545.714286,10263,2453,23.7,1536,18.4,2968.75,2500
2018-05-17,7.5,1802,2518.571429,10263,2449,23.73,1611,18.24,2937.5,2470
2018-05-18,7.5,1802,2498.571429,10263,2447,23.39,1610,18.3,2932.5,2470
2018-05-21,7.4,1802,2490,10063,2441,23.37,1598,18.2,2925,2470
2018-05-22,7.4,1802,2490,10063,2443,23.19,1598,18.33,2930,2470
2018-05-23,7.4,1802,2512.857143,10063,2440,23.65,1595,18.24,2950,2470
2018-05-24,7.4,1802,2565.714286,10050,2440,23.59,1624,18.58,2988.75,2470
2018-05-25,7.4,1802,2565.714286,10050,2440,24.21,1560,18.48,2995,2470
2018-05-28,7.4,1802,2565.714286,10050,2440,24.83,1634,18.9,3005,2500
2018-05-29,7.4,1802,2568.571429,10050,2436,24.13,1579,19.11,3007.5,2500
2018-05-30,7.4,1802,2568.571429,10050,2430,24.13,1579,19.11,3002.5,2500
2018-05-31,7.4,1802,2531.428571,10050,2406,24.17,1564,18.63,2967.5,2500
2018-06-01,7.4,1780,2531.428571,10050,2404,25.1,1555,18.82,2972.5,2500
2018-06-04,7.45,1780,2542.857143,10050,2382,26.05,1590,18.78,2972.5,2500
2018-06-05,7.45,1779,2531.428571,10050,2374,26.05,1590,18.78,2947.5,2500
2018-06-06,7.45,1779,2528.571429,10050,2314,26.05,1590,18.78,2945,2500
2018-06-07,7.45,1779,2510,10050,2306,26.05,1590,18.78,2918.75,2500
2018-06-08,7.45,1779,2461.428571,10050,2312,24.99,1638,18.55,2865,2500
2018-06-11,7.45,1778,2455.714286,10050,2340,24.71,1599,18.84,2857.5,2500
2018-06-12,7.45,1776,2438.571429,9925,2349,25.18,1579,18.7,2846.25,2500
2018-06-13,7.45,1774,2438.571429,9925,2363,24.91,1603,18.45,2846.25,2500
2018-06-14,7.45,1774,2438.571429,9925,2369,25.11,1622,18.63,2871.25,2500
2018-06-15,7.45,1774,2438.571429,9925,2375,24.69,1630,18.72,2876.25,2500
2018-06-19,7.6,1772,2534.285714,9925,2398,25.15,1588,18.74,3038.75,2600
2018-06-20,7.6,1772,2537.142857,9925,2416,24.82,1605,18.5,3030,2600
2018-06-21,7.6,1769,2537.142857,9925,2416,24.82,1605,18.5,3021.25,2600
2018-06-22,7.6,1769,2498.571429,9925,2416,24.86,1617,18.93,2957.5,2560
2018-06-25,7.6,1769,2492.857143,9925,2420,24.6,1588,18.57,2960,2560
2018-06-26,7.6,1769,2512.857143,9925,2426,25.17,1649,18.6,2973.75,2560
2018-06-27,7.6,1767,2512.857143,9925,2424,25.14,1603,18.79,2995,2560
2018-06-28,7.6,1767,2535.714286,9925,2422,25.14,1603,18.79,3048.75,2560
2018-06-29,7.6,1767,2541.428571,9888,2422,24.78,1629,18.61,3055,2560
2018-07-02,7.6,1767,2581.428571,9888,2422,24.78,1629,18.61,3095,2560
2018-07-03,7.6,1768,2581.428571,9888,2428,25.05,1635,18.88,3095,2560
2018-07-04,7.6,1769,2581.428571,9888,2430,25.05,1635,18.88,3095,2560
2018-07-05,7.6,1769,2581.428571,9850,2430,25.05,1635,18.88,3092.5,2560
2018-07-06,7.6,1769,2581.428571,9850,2430,25.05,1635,18.88,3092.5,2560
2018-07-09,7.6,1772,2584.285714,9850,2430,25.05,1635,18.88,3132.5,2560
2018-07-10,7.6,1772,2582.857143,9850,2428,25.05,1635,18.88,3097.5,2560
2018-07-11,7.6,1773,2582.857143,9850,2428,25.05,1635,18.88,3088.75,2560
2018-07-12,7.6,1773,2582.857143,9850,2428,25.34,1587,19.55,3083.75,2560
2018-07-13,7.6,1773,2562.857143,9850,2428,25.29,1610,19.23,3065,2560
2018-07-16,7.6,1773,2562.857143,9850,2426,24.67,1619,19.13,3045,2560
2018-07-17,7.6,1775,2568.571429,9850,2426,24.57,1612,19.08,3083.75,2560
2018-07-18,7.6,1774,2568.571429,9875,2426,24.65,1606,19.57,3093.75,2560
2018-07-19,7.6,1774,2568.571429,9875,2428,24.86,1584,19.8,3093.75,2560
2018-07-20,7.6,1774,2571.428571,9875,2428,25.16,1617,19.51,3113.75,2560
2018-07-23,7.6,1774,2570,9925,2428,24.75,1591,19.46,3111.25,2560
2018-07-24,7.6,1774,2560,9925,2428,24.87,1626,19.42,3092.5,2560
2018-07-25,7.6,1774,2557.142857,9925,2428,24.87,1626,19.42,3103.75,2560
2018-07-26,7.6,1776,2570,9925,2426,25.25,1657,19.72,3123.75,2560
2018-07-27,7.6,1776,2570,9925,2426,25.38,1638,19.7,3123.75,2560
2018-07-30,7.6,1775,2567.142857,9925,2428,25.97,1639,19.49,3127.5,2560
2018-07-31,7.6,1773,2585.714286,10000,2426,25.99,1628,19.52,3161.25,2560
2018-08-01,7.6,1773,2562.857143,10000,2426,24.89,1650,19.75,3152.5,2560
2018-08-02,7.7,1773,2545.714286,10000,2426,25.48,1629,19.7,3122.5,2560
2018-08-03,7.7,1773,2545.714286,10000,2424,26.11,1664,20.08,3127.5,2560
2018-08-06,7.7,1773,2545.714286,10000,2424,26.11,1664,20.08,3145,2560
2018-08-07,7.7,1773,2567.142857,10000,2425,25.98,1629,20.12,3171.25,2560
2018-08-08,7.7,1773,2568.571429,10000,2425,25.98,1629,20.12,3185,2580
2018-08-09,7.7,1773,2628.571429,10000,2425,26.32,1662,20.47,3237.5,2650
2018-08-10,7.7,1773,2625.714286,10000,2425,26.24,1645,19.97,3251.25,2650
2018-08-13,7.7,1774,2587.142857,10000,2427,26.69,1642,20.28,3215,2650
2018-08-14,7.75,1774,2588.571429,10000,2429,26.57,1681,20.26,3237.5,2650
2018-08-15,7.85,1777,2610,10000,2429,26.64,1659,20.24,3296.25,2700
2018-08-16,7.95,1777,2592.857143,10000,2433,26.43,1664,20.34,3290,2700
2018-08-17,7.95,1777,2592.857143,10075,2433,26.43,1664,20.34,3286.25,2700
2018-08-20,7.95,1777,2560,10000,2433,26,1635,20.7,3233.75,2700
2018-08-21,8,1779,2560,10100,2433,26.6,1632,20.44,3233.75,2700
2018-08-22,8,1779,2560,10100,2438,26.03,1648,20.37,3233.75,2700
2018-08-23,8,1780,2557.142857,10238,2446,26.5,1632,20.74,3233.75,2700
2018-08-24,8,1781,2540,10238,2446,26.5,1632,20.71,3203.75,2700
2018-08-27,8,1782,2510,10238,2446,26.05,1668,20.8,3178.75,2700
2018-08-28,8,1784,2511.428571,10238,2448,26.05,1668,20.8,3165,2700
2018-08-29,8,1784.5,2511.428571,10238,2452,25.6,1635,20.66,3172.5,2700
2018-08-30,8,1783.5,2544.285714,10238,2452,25.6,1635,20.66,3211.25,2700
2018-08-31,8,1787.5,2544.285714,10238,2457,25.6,1635,20.66,3228.75,2700
2018-09-03,8,1792.5,2560,10238,2459,25.89,1645,20.79,3250,2700
2018-09-04,8,1792.5,2555.714286,10238,2459,26.31,1610,20.8,3250,2700
2018-09-05,8,1795.5,2555.714286,10300,2459,26.29,1643,20.9,3247.5,2700
2018-09-06,8,1797.5,2552.857143,10300,2458,26.59,1652,20.78,3238.75,2700
2018-09-07,8,1800.5,2531.428571,10300,2457,26.08,1627,20.97,3248.75,2700
2018-09-10,8,1803.5,2551.428571,10450,2457,26.2,1643,20.8,3283.75,2700
2018-09-11,8,1803.5,2552.857143,10450,2457,26.18,1649,20.93,3318.75,2700
2018-09-12,8,1804.5,2552.857143,10450,2457,26.53,1625,21.06,3313.75,2720
2018-09-13,8,1806,2552.857143,10450,2457,25.57,1626,21.15,3301.25,2720
2018-09-14,8,1807,2552.857143,10450,2457,25.57,1626,21.15,3308.75,2720
2018-09-17,8,1806,2552.857143,10450,2457,25.83,1610,20.9,3316.25,2720
2018-09-18,8,1806,2552.857143,10613,2457,25.63,1584,21.21,3332.5,2720
2018-09-19,8,1804.5,2552.857143,10613,2456,25.35,1614,20.77,3331.25,2720
2018-09-20,8,1804.5,2560,10613,2456,25.84,1625,21.21,3355,2720
2018-09-21,8,1804.5,2564.285714,10613,2457,25.57,1596,21.04,3371.25,2720
2018-09-25,8,1804.5,2618.571429,10613,2454,25.99,1632,20.89,3412.5,2780
2018-09-26,8,1804.5,2621.428571,10600,2454,25.33,1659,20.75,3460,2780
2018-09-27,8,1804.5,2620,10600,2454,25.45,1600,19,3458.75,2780
2018-09-28,8,1804.5,2647.142857,10600,2454,25.45,1600,19,3512.5,2830
2018-09-29,8,1804.5,2647.142857,10600,2456,25.2,1600,18.67,3512.5,2830
2018-09-30,8,1804.5,2647.142857,10600,2457,25.2,1600,18.67,3512.5,2830
2018-10-08,8,1805.5,2724.285714,10600,2458,24.95,1600,19,3597.5,2900
2018-10-09,8,1802.5,2755.714286,10600,2458,25.14,1600,18.67,3640,2950
2018-10-10,8,1808.5,2755.714286,10600,2459,24.93,1575,20,3650,2950
2018-10-11,8,1806.5,2755.714286,10600,2459,24.21,1600,19,3650,2980
2018-10-12,8.1,1811.5,2738.571429,10600,2459,24.61,1600,19.25,3636.25,2980
2018-10-15,8.1,1811.5,2738.571429,10600,2464,23.96,1600,19.67,3630,2980
2018-10-16,8.1,1811.5,2747.142857,10600,2470,24.39,1465,19.33,3635,2980
2018-10-17,8.1,1812.5,2742.857143,10600,2470,24.3,1465,19,3622.5,2950
2019-01-04,7.65,1883.5,2288.571429,9750,2480,21.96,1496,19.88,2966.25,2300
2019-01-07,7.65,1881.5,2311.428571,9750,2480,20.63,1480,19.49,2993.75,2350
2019-01-10,7.65,1880.5,2310,9750,2483,20.64,1472,19.35,2952.5,2350
2019-01-11,7.65,1878.5,2288.571429,9750,2483,20.34,1454,18.66,2896.25,2350
2019-01-14,7.65,1876,2267.142857,9750,2482,19.78,1429,18.18,2857.5,2350
2019-01-15,7.65,1870.5,2267.142857,9750,2482,19.78,1429,18.18,2837.5,2350
2019-01-16,7.65,1869.5,2267.142857,9750,2482,19.45,1420,19.16,2812.5,2350
2019-01-17,7.65,1867.5,2285.714286,9750,2480,19.37,1410,18.5,2807.5,2350
2019-01-18,7.65,1867.5,2305.714286,9750,2480,18.95,1406,17.43,2822.5,2350
2019-01-21,7.65,1867,2308.571429,9750,2480,19.1,1406,17.43,2837.5,2350
2019-01-22,7.65,1866,2327.142857,9750,2479,19.5,1404,17.43,2845,2350
2019-01-23,7.65,1867,2327.142857,9750,2479,19.75,1404,17.85,2842.5,2350
2019-01-24,7.6,1866,2318.571429,9750,2479,19.84,1406,17.85,2847.5,2350
2019-01-25,7.6,1863,2312.857143,9750,2479,19.92,1411,17.49,2842.5,2350
2019-01-28,7.6,1863,2312.857143,9750,2479,20.41,1422,17.77,2848.75,2350
2019-01-29,7.6,1864,2310,9750,2477,20.41,1422,17.77,2841.25,2350
2019-01-30,7.6,1864,2310,9750,2477,20.23,1389,17.58,2835,2350
2019-01-31,7.6,1863,2310,9750,2477,20.23,1389,17.58,2835,2350
2019-02-18,7.3,1854,2310,9750,2473,22.8,1478,18.37,2733.75,2350
2019-02-19,7.25,1852,2307.142857,9750,2473,24.37,1496,19.17,2722.5,2350
2019-02-20,7.25,1849,2288.571429,9750,2473,25.86,1511,18.99,2692.5,2330
2019-02-21,7.25,1847,2288.571429,9750,2474,25.85,1513,18.74,2682.5,2330.333333
2019-02-22,7.25,1844,2288.571429,9750,2473,26.15,1491,18.61,2676.25,2330.333333
2019-02-25,7.25,1838,2268.571429,9750,2474,26.43,1575,18.8,2668.75,2300
2019-02-26,7.23,1825.5,2268.571429,9750,2474,26.43,1575,18.8,2642.5,2300
2019-02-27,7.23,1813.5,2268.571429,9750,2473,26.68,1700,19.18,2597.5,2300
2019-02-28,7.23,1812.5,2268.571429,9750,2472,26.99,1606,18.86,2580,2300
2019-03-01,7.23,1811.5,2278.571429,9750,2472,26.78,1606,18.75,2573.75,2300
2019-03-04,7.23,1810,2295.714286,9750,2465,27.45,1625,19.36,2566.25,2300
2019-03-05,7.23,1807,2295.714286,9750,2461,27.45,1625,19.36,2547.5,2300
2019-03-06,7.23,1806,2315.714286,9750,2461,28.07,1733,19.16,2538.75,2300
2019-03-07,7.23,1803.1,2335.714286,9700,2459,28.31,1733,19.25,2538.75,2300
2019-03-08,7.23,1803,2335.714286,9650,2459,28.59,1680,19.06,2550,2300
2019-03-11,7.23,1800,2375.714286,9650,2449,31.47,1800,20.08,2550,2300
2019-03-12,7.15,1798,2347.142857,9650,2444,32.12,1800,20.01,2558.75,2300
2019-03-13,7.15,1798.5,2327.142857,9650,2443,32.61,1833,20.71,2566.25,2300
2019-03-14,7.15,1800.5,2331.428571,9650,2443,33.83,2080,20.77,2615,2300
2019-03-15,7.15,1800.5,2311.428571,9650,2443,33.88,1944,20.6,2631.25,2300
2019-03-18,7.15,1800.5,2318.571429,9650,2443,35.53,1787,20.9,2645,2300.333333
2019-03-19,7.15,1800.5,2318.571429,9650,2442,35.53,1787,20.9,2643.75,2300.666667
2019-03-20,7.15,1800.5,2318.571429,9650,2438,36.48,1875,20.81,2632.5,2300.666667
2019-03-21,7.15,1800.5,2315.714286,9650,2436,35.52,1787,20.9,2628.75,2300.666667
2019-03-22,7.3,1797,2315.714286,9650,2434,37.12,1917,21.15,2627.5,2300.666667
2019-03-25,7.3,1796.5,2315.714286,9750,2430,37.74,1950,20.7,2615,2250
2019-03-26,7.3,1794.5,2315.714286,9750,2429,37.74,1950,20.7,2615,2250
2019-03-27,7.3,1794,2317.142857,9750,2425,38.27,1917,20.77,2598.75,2250
2019-03-28,7.3,1793,2310,9750,2424,39.77,1952,21.34,2571.25,2220
2019-03-29,7.3,1791.5,2301.428571,9750,2419,39.34,2133,21.13,2557.5,2220
2019-04-01,7.3,1791.5,2297.142857,9750,2411,40.52,2202,21.66,2540,2200
2019-04-02,7.3,1792.5,2298.571429,9750,2411,40.52,2022,21.66,2560,2200
2019-04-03,7.3,1790.5,2318.571429,9750,2414,40.55,2069,22.14,2585,2200
2019-04-04,7.3,1791,2318.571429,9750,2414,41.01,2078,22.1,2585,2200
2019-04-08,7.3,1794,2324.285714,9750,2411,41.94,2111,22.45,2592.5,2200
2019-04-09,7.3,1795,2310,10050,2410,41.94,2111,22.45,2585,2200
2019-04-10,7.3,1795,2310,10050,2409,40.95,2159,22.16,2573.75,2200
2019-04-11,7.3,1796,2310,10050,2409,41.6,2150,22.1,2571.25,2200
2019-04-12,7.3,1796,2304.285714,10050,2408,43.54,2106,22.14,2555,2200
2019-04-15,7.3,1798,2310,10050,2405,43.25,2203,22.2,2567.5,2200
2019-04-16,7.3,1799.5,2320,10000,2406,43.25,2203,22.2,2585,2200
2019-04-17,7.3,1801.5,2320,10000,2406,40.66,2153,21.16,2568.75,2200
2019-04-18,7.3,1803.5,2320,10000,2407,41.67,2146,21.09,2561.25,2200
2019-04-19,7.3,1806.5,2320,10000,2408,41.5,2148,21.02,2567.5,2200
2019-04-22,7.3,1809.5,2320,10000,2412,41.79,2087,21.14,2566.25,2200
2019-04-23,7.3,1813.5,2318.571429,10000,2417,42.16,2196,22.26,2567.5,2200
2019-04-24,7.3,1815.5,2318.571429,10000,2419,41.72,2164,22.32,2558.75,2200
2019-04-25,7.3,1815.5,2318.571429,10000,2419,41.72,2164,22.32,2557.5,2200
2019-04-26,7.3,1821.5,2298.571429,10000,2419,41.69,2158,22.3,2552.5,2200
2019-04-28,7.3,1823.5,2298.571429,10000,2419,41.38,2165,21.68,2552.5,2200
2019-04-29,7.3,1825.5,2298.571429,10000,2421,43.07,2185,22,2552.5,2200
2019-04-30,7.3,1825.5,2298.571429,10100,2422,43.07,2185,22,2552.5,2200
2019-05-05,7.3,1825.5,2298.571429,10050,2422,42.27,2143,22.22,2542.5,2200
2019-05-06,7.3,1828.5,2301.428571,10050,2422,42.58,2138,22.23,2561.25,2200
2019-05-07,7.3,1828.5,2304.285714,10063,2425,42.58,2138,22.23,2577.5,2200
2019-05-08,7.3,1829.5,2304.285714,10063,2424,44.21,2186,23.12,2595,2200
2019-05-09,7.3,1829.5,2332.857143,10063,2424,43.48,2190,22.98,2631.25,2250
2019-05-10,7.3,1829.5,2352.857143,10063,2424,41.81,2154,22.49,2663.75,2250
2019-05-13,7.3,1832.5,2355.714286,10063,2424,44.78,2202,22.41,2673.75,2300
2019-05-14,7.3,1857.5,2357.142857,10063,2423,44.78,2202,22.41,2695,2300
2019-05-15,7.3,1869.5,2364.285714,10063,2420,42.75,2237,22.1,2728.75,2300
2019-05-16,7.3,1869.5,2404.285714,10063,2418,41.91,2182,21.79,2771.25,2350
2019-05-17,7.3,1872.5,2404.285714,10063,2418,41.95,2288,21.79,2782.5,2350
2019-05-20,7.3,1879,2424.285714,10063,2418,41.95,2289,21.79,2782.5,2380
2019-05-21,7.3,1879,2485.714286,10063,2417,41.95,2289,21.79,2841.25,2420
2019-05-22,7.35,1898,2485.714286,10150,2417,42.74,2250,21.73,2843.75,2420
2019-05-23,7.35,1898,2485.714286,10150,2415,42.46,2180,22.15,2843.75,2420
2019-05-24,7.35,1900.5,2482.857143,10150,2414,42.46,2180,22.15,2843.75,2420
2019-05-27,7.35,1904.5,2512.857143,10150,2412,41.96,2199,21.81,2863.75,2420
2019-05-28,7.35,1913.5,2532.857143,10150,2410,41.96,2199,21.81,2915,2420
2019-05-29,7.35,1914.5,2614.285714,10150,2409,41.66,2309,23.41,3015,2500
2019-05-30,7.35,1918,2607.142857,10150,2406,41.86,2252,22.76,3017.5,2550
2019-05-31,7.35,1921,2585.714286,10150,2406,40.8,2272,22.36,3003.75,2550
2019-06-03,7.35,1919.5,2587.142857,10150,2390,40.8,2272,22.36,2992.5,2550
2019-06-04,7.35,1919.5,2658.571429,10150,2361,42.53,2341,21.73,3053.75,2580
2019-06-05,7.35,1920.5,2618.571429,10150,2345,42.53,2341,21.73,3055,2630
2019-06-06,7.35,1919.5,2584.285714,10150,2323,44.65,2329,22.03,3031.25,2630
2019-06-10,7.35,1921.5,2540,10150,2284,42.29,2260,22.5,2950,2680
2019-06-11,7.35,1915.5,2541.428571,10150,2275,42.29,2260,22.5,2933.75,2680
2019-06-12,7.35,1916,2514.285714,10150,2269,42.29,2261,22.5,2931.25,2680
2019-06-13,7.35,1915,2555.714286,10150,2272,42.85,2167,23.02,2990,2680
2019-06-14,7.35,1915,2567.142857,10150,2273,43.14,2197,22.99,2986.25,2680
2019-06-17,7.35,1913,2607.142857,10150,2274,43.22,2194,22.78,3031.25,2680
2019-06-18,7.35,1911,2591.428571,10150,2269,43.22,2194,22.78,3028.75,2680
2019-06-19,7.35,1912,2534.285714,10038,2268,46.69,2419,23.1,2963.75,2680
2019-06-20,7.35,1913,2534.285714,10025,2267,46.78,2447,23.45,2933.75,2680
2019-06-21,7.35,1914,2550,10025,2267,46.37,2462,23.53,2938.75,2680
2019-06-24,7.35,1913,2574.285714,10025,2267,45.73,2392,23.6,2922.5,2700
2019-06-25,7.35,1910,2574.285714,10013,2267,45.73,2392,23.6,2927.5,2700
2019-06-26,7.35,1910,2574.285714,10013,2267,48.69,2519,24.47,2910,2700
2019-06-27,7.35,1910,2574.285714,10013,2267,46.5,2512,24.45,2912.5,2700
2019-06-28,7.35,1910,2574.285714,10013,2266,45.66,2364,24.34,2893.75,2700
2019-07-01,7.35,1911,2571.428571,10013,2266,47.58,2514,25.14,2896.25,2700
2019-07-02,7.35,1912,2548.571429,10013,2266,47.58,2514,25.14,2871.25,2700
2019-07-03,7.3,1911,2547.142857,10013,2266,43.79,2434,24.63,2841.25,2700
2019-07-04,7.3,1911,2535.714286,10013,2266,45.23,2433,25.23,2843.75,2700
2019-07-05,7.3,1909,2522.857143,10013,2266,45.44,2441,25.35,2833.75,2650
2019-07-08,7.3,1910,2502.857143,9975,2266,47.94,2524,25.77,2812.5,2600
2019-07-09,7.3,1910,2471.428571,9975,2266,46.91,2503,25.21,2776.25,2580
2019-07-10,7.3,1908,2481.428571,9975,2264,45.46,2532,25.01,2777.5,2580
2019-07-11,7.3,1908,2491.428571,9975,2262,47.49,2498,25.77,2782.5,2580
2019-07-12,7.3,1908,2492.857143,9975,2264,50.05,2504,25.22,2783.75,2580
2019-07-15,7.3,1908,2492.857143,9975,2264,47.32,2395,24.48,2783.75,2580
2019-07-16,7.3,1908,2492.857143,9975,2266,49.43,2560,28.21,2812.5,2600
2019-07-17,7.1,1906,2474.285714,9975,2266,49.43,2560,28.21,2810,2600
2019-07-18,7.1,1906,2494.285714,9975,2266,48.71,2628,26.19,2820,2600
2019-07-19,7.1,1906,2494.285714,9975,2266,48.07,2592,26.1,2826.25,2600
2019-07-22,6.85,1908,2447.142857,9975,2267,47.46,2517,25.58,2823.75,2600
2019-07-23,6.85,1908,2448.571429,9950,2266,47,2496,25.6,2812.5,2600
2019-07-24,6.8,1908,2445.714286,9950,2263,46.33,2486,25.63,2810,2600
2019-07-25,6.8,1908,2445.714286,9950,2263,46.46,2499,25.83,2816.25,2600
2019-07-26,6.8,1910,2428.571429,9950,2264,46.06,2550,25.95,2803.75,2600
2019-07-29,6.8,1910,2431.428571,9950,2264,46.01,2449,27.73,2797.5,2600
2019-07-30,6.8,1910,2431.428571,9950,2264,46.01,2449,27.73,2798.75,2600
2019-07-31,6.75,1914,2441.428571,9950,2263,48.77,2492,26.81,2803.75,2600
2019-08-01,6.75,1916,2421.428571,9950,2263,47.49,2410,27.4,2783.75,2600
2019-08-02,6.75,1916,2450,9950,2266,47.49,2410,27.4,2820,2600
2019-08-05,6.75,1918,2490,9950,2265,49.97,2658,27.28,2845,2650
2019-08-06,6.6,1925,2520,9950,2266,49.97,2658,27.28,2893.75,2650
2019-08-07,6.6,1924,2518.571429,9950,2266,52.18,2552,28.11,2892.5,2700
2019-08-08,6.6,1924,2507.142857,9950,2268,51,2654,27.28,2900.875,2733.333333
2019-08-09,6.6,1920,2528.571429,9950,2269,51.13,2574,27.99,2930.714286,2780
2019-08-12,6.6,1922,2521.428571,9950,2269,52.25,2735,29.24,2935.714286,2780
2019-08-13,6.6,1922,2561.428571,9950,2269,52.25,2735,29.24,2975.714286,2830
2019-08-14,6.6,1922,2515,9950,2269,56.96,2889,30.07,2950.714286,2830
2019-08-15,6.6,1922,2502.5,9850,2271,54.47,2753,28.77,2950,2830
2019-08-16,6.6,1925,2497.5,9850,2271,57.42,2823,28.67,2944.285714,2830
2019-08-19,6.6,1925,2499.166667,9850,2272,57.42,2823,28.67,2952.142857,2830
2019-08-20,6.6,1924.5,2485.833333,9850,2273,57.42,2823,28.67,2952.857143,2830
2019-08-21,6.6,1924,2460,9700,2277,56.21,2826,31.97,2957.857143,2830
2019-08-22,6.6,1924,2490.833333,9700,2278,56.35,2850,32.24,2972.857143,2830
2019-08-23,6.6,1924,2508.333333,9700,2279,55.79,2845,31.46,2998.571429,2830
2019-08-26,6.6,1924,2530.833333,9700,2279,54.63,2777,33.63,3061.428571,2880
2019-08-27,6.6,1924,2520.833333,9700,2279,54.63,2777,33.63,3062.142857,2880
2019-08-28,6.6,1923,2515,9700,2281,61.74,3085,33.85,3057.857143,2880
2019-08-29,6.55,1923,2521.666667,9650,2282,62.56,3018,33.62,3083.571429,2880
2019-08-30,6.5,1922,2508.333333,9650,2281,62.64,3013,33.62,3081.428571,2880
2019-09-02,6.5,1921,2526.666667,9650,2288,60.32,2949,37.04,3095.714286,2880
2019-09-03,6.45,1920,2526.666667,9650,2288,60.32,2949,37.04,3100,2880
2019-09-04,6.45,1920,2513.333333,9650,2288,64.44,3165,37.07,3101.428571,2880
2019-09-05,6.45,1920,2473.333333,9475,2288,63.9,2915,36.52,3094.285714,2880
2019-09-06,6.45,1914,2423.333333,9475,2288,63.9,2915,36.52,3060.714286,2850
2019-09-09,6.45,1913,2403.333333,9475,2291,63,3104,36.87,3030.714286,2850
2019-09-10,6.45,1913,2403.333333,9400,2293,63,3104,36.87,3005.714286,2850
2019-09-11,6.45,1913,2396.666667,9350,2294,58.82,3086,38.13,3005.714286,2850
2019-09-12,6.45,1914,2395.833333,9350,2294,58.82,3086,38.13,2987.857143,2850
2019-09-16,6.45,1916,2398.333333,9350,2296,62.79,3160,38.34,2982.142857,2900
2019-09-17,6.45,1915,2413.333333,9350,2298,62.79,3160,38.34,2986.428571,2900
2019-09-18,6.45,1915,2410.833333,9225,2299,63.33,3152,38.49,2990.714286,2900
2019-09-19,6.45,1915,2420.833333,9225,2299,63.33,3152,38.49,2991.428571,2900
2019-09-20,6.45,1914.5,2420.833333,9225,2299,60.5,3145,37.19,2993.571429,2900
2019-09-23,6.45,1914.5,2429.166667,9200,2299,61.94,3125,39.63,3015.714286,2900
2019-09-24,6.45,1912.5,2429.166667,9200,2299,61.94,3125,39.63,3012.857143,2900
2019-09-25,6.45,1905.5,2429.166667,9200,2299,63.45,3082,38.61,3020.714286,2900
2019-09-26,6.45,1899.5,2429.166667,9200,2300,64.28,3240,39.93,3020.714286,2900
2019-09-27,6.45,1899.5,2400,9200,2300,64.1,3213,39.68,3014.285714,2900
2019-09-30,6.45,1889.5,2400,9200,2300,64.1,3213,38.14,3017.857143,2900
2019-10-08,6.45,1892.5,2435,9200,2301,65.57,3460,39.1,3061.428571,2900
2019-10-09,6.45,1898.3,2440,9200,2303,66.71,3465,40.27,3092.857143,2850
2019-10-10,6.45,1891.3,2440,9200,2306,65.94,3468,39.89,3097.857143,2800
2019-10-11,6.45,1878.5,2463.333333,9200,2306,64.47,3528,40.35,3125,2800
2019-10-14,6.45,1878.5,2440,9200,2318,71.62,3681,42.88,3126.428571,2750
2019-10-15,6.45,1883.3,2417.5,9300,2324,72.62,3681,42.88,3125.714286,2750
2019-10-16,6.45,1878.3,2420,9300,2335,69.34,3660,45.59,3127.142857,2750
2019-10-17,6.45,1875.3,2420,9300,2340,71.3,3641,45.94,3126.428571,2750
2019-10-18,6.45,1873.3,2425,9300,2350,71.3,3641,45.94,3133.571429,2750
2019-10-21,6.45,1873.3,2446.666667,9300,2357,72.64,3623,47.73,3173.571429,2700
2019-10-22,6.45,1875.3,2454.166667,9300,2358,72.64,3623,47.73,3198.571429,2700
2019-10-23,6.45,1876.3,2444.166667,9300,2361,72.31,3703,49.4,3198.571429,2700
2019-10-24,6.45,1875.3,2444.166667,9300,2366,74.43,3679,49.2,3197.142857,2700
